IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.																													
To be completed by wet lab team member																		Sequncing file index (DO NOT CHANGE)	To be completed by bioinformatics team member										
Sample Index (from MSTS)	sample ID (from MSTS)	Label (for QC report)	species 	Experiment Index (from METS)	Team member intials	Date submitted for sequencing	Library ID	Sequencing ID	Experiment type	Sequening core	Machine	Sequening length	Read type	Portion of lane	i7 index (if applicable)	i5 Index (or single index)	Notes		Date sequencing completed	Team member intitials	Genome	Total_reads	Final_reads	Final_yield	Mito_frac	TSS_enrichment	FRoP	Link for sharing files	Notes
SAMP-232	D07_Rep1_VE	CVDC_VE_D7_r1_H3K4me1	Human	EXP-801	AVD	2018-06-06	AVD_185	AVD_185	ChIP-seq	EPIGEN	NextSeq550 High	75	SE	0.07	NA	A23	CVDC ChIP round 13	SEQ-1233			NA	NA	NA	NA	NA	NA	NA		
SAMP-234	D09_Rep1_VE	CVDC_VE_D9_r1_H3K4me1	Human	EXP-802	AVD	2018-06-06	AVD_186	AVD_186	ChIP-seq	EPIGEN	NextSeq550 High	75	SE	0.07	NA	A25	CVDC ChIP round 14	SEQ-1234			NA	NA	NA	NA	NA	NA	NA		
SAMP-236	D15_Rep1_VE	CVDC_VE_D15_r1_H3K4me1	Human	EXP-803	AVD	2018-06-06	AVD_187	AVD_187	ChIP-seq	EPIGEN	NextSeq550 High	75	SE	0.07	NA	A27	CVDC ChIP round 15	SEQ-1235			NA	NA	NA	NA	NA	NA	NA		
NA	NA	NT-1	Human	NA	DUG	NA	NT-1	NT-1	ATAC-seq	IGM	HiSeq4000	100	PE	NA	NA	NA	fastqs @ /oasis/tscc/scratch/dgorkin/temp	SEQ-1236			NA	NA	NA	NA	NA	NA	NA		
NA	NA	NT-2	Human	NA	DUG	NA	NT-2	NT-2	ATAC-seq	IGM	HiSeq4000	100	PE	NA	NA	NA	fastqs @ /oasis/tscc/scratch/dgorkin/temp	SEQ-1237			NA	NA	NA	NA	NA	NA	NA		
NA	NA	SH-A1-4-1	Human	NA	DUG	NA	SH-A1-4-1	SH-A1-4-1	ATAC-seq	IGM	HiSeq4000	100	PE	NA	NA	NA	fastqs @ /oasis/tscc/scratch/dgorkin/temp	SEQ-1238			NA	NA	NA	NA	NA	NA	NA		
NA	NA	SH-A1-4-2	Human	NA	DUG	NA	SH-A1-4-2	SH-A1-4-2	ATAC-seq	IGM	HiSeq4000	100	PE	NA	NA	NA	fastqs @ /oasis/tscc/scratch/dgorkin/temp	SEQ-1239			NA	NA	NA	NA	NA	NA	NA		
NA	NA	SH-A1-6-1	Human	NA	DUG	NA	SH-A1-6-1	SH-A1-6-1	ATAC-seq	IGM	HiSeq4000	100	PE	NA	NA	NA	fastqs @ /oasis/tscc/scratch/dgorkin/temp	SEQ-1240			NA	NA	NA	NA	NA	NA	NA		
NA	NA	SH-A1-6-2	Human	NA	DUG	NA	SH-A1-6-2	SH-A1-6-2	ATAC-seq	IGM	HiSeq4000	100	PE	NA	NA	NA	fastqs @ /oasis/tscc/scratch/dgorkin/temp	SEQ-1241			NA	NA	NA	NA	NA	NA	NA		
SAMP-210	388 sh-alkbh1 #6 - KD cells	388 sh-alkbh1_6 - KD cells	human	EXP-182	AVD	11/17/2017	AVD_37	AVD_37	ATAC-seq	IGM	HiSeq4000	Other (please explain in notes)	PE	0.03	N702	S507	50 if available, 100 otherwise; Rich lab ATAC	SEQ-189			hg19	64,101,056	30,086,636	0.469	0.383	40.32	0.428		
SAMP-127	GM19240_Slow5pDMSO_3	ATAC control	human	EXP-183	AVD	11/17/2017	AVD_38	AVD_38	ATAC-seq	IGM	HiSeq4000	Other (please explain in notes)	PE	0.01	N704	S508	50 if available, 100 otherwise; Rich lab ATAC ctrl	SEQ-190			hg19	12,657,306	6,741,252	0.533	0.293	36.86	0.344		
SAMP-586	H7-SNAPDMSO-1	H7-SNAPDMSO-1	Human	EXP-744	RMM	5/17/2018	RMM_74	RMM_74_1_2	ATAC-seq	IGM	HiSeq4001	50	PE	0.16	702	506		SEQ-1242			NA	NA	NA	NA	NA	NA	NA		
SAMP-587	H7-SNAPDMSO-2	H7-SNAPDMSO-2	Human	EXP-745	RMM	5/17/2018	RMM_75	RMM_75_1_2	ATAC-seq	IGM	HiSeq4002	50	PE	0.16	711	507		SEQ-1243			NA	NA	NA	NA	NA	NA	NA		
SAMP-590	H7-SNAP3177-1	H7-SNAP3177-1	Human	EXP-748	RMM	5/17/2018	RMM_78	RMM_78_1_2	ATAC-seq	IGM	HiSeq4003	50	PE	0.16	711	506		SEQ-1244			NA	NA	NA	NA	NA	NA	NA		
SAMP-591	H7-SNAP3177-2	H7-SNAP3177-2	Human	EXP-749	RMM	5/17/2018	RMM_79	RMM_79_1_2	ATAC-seq	IGM	HiSeq4004	50	PE	0.16	703	507		SEQ-1245			NA	NA	NA	NA	NA	NA	NA		
SAMP-592	H7-SNAP2523-1	H7-SNAP2523-1	Human	EXP-750	RMM	5/17/2018	RMM_80	RMM_80_1_2	ATAC-seq	IGM	HiSeq4005	50	PE	0.16	701	511		SEQ-1246			NA	NA	NA	NA	NA	NA	NA		
SAMP-593	H7-SNAP2523-1	H7-SNAP2523-1	Human	EXP-751	RMM	5/17/2018	RMM_81	RMM_81_1_2	ATAC-seq	IGM	HiSeq4006	50	PE	0.16	702	508		SEQ-1247			NA	NA	NA	NA	NA	NA	NA		
SAMP-622	ID8_Luc	ID8_Luc_H3K4me3	Mouse	EXP-804	AVD	2018-06-12	AVD_188	AVD_188	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		NA	A1	Pfizer ChIP - Remaining 2 cell lines (failed round 1)	SEQ-1248			NA	NA	NA	NA	NA	NA	NA		
SAMP-622	ID8_Luc	ID8_Luc_H3K27me3	Mouse	EXP-805	AVD	2018-06-12	AVD_189	AVD_189	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		NA	A3	Pfizer ChIP - Remaining 2 cell lines (failed round 1)	SEQ-1249			NA	NA	NA	NA	NA	NA	NA		
SAMP-620	RENCA	RENCA_H3K4me3	Mouse	EXP-806	AVD	2018-06-12	AVD_190	AVD_190	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		NA	A8	Pfizer ChIP - Remaining 2 cell lines (failed round 1)	SEQ-1250			NA	NA	NA	NA	NA	NA	NA		
SAMP-620	RENCA	RENCA_H3K27me3	Mouse	EXP-807	AVD	2018-06-12	AVD_191	AVD_191	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		NA	A9	Pfizer ChIP - Remaining 2 cell lines (failed round 1)	SEQ-1251			NA	NA	NA	NA	NA	NA	NA		
SAMP-622	ID8_Luc	ID8_Luc_Input	Mouse	EXP-808	AVD	2018-06-12	AVD_192	AVD_192	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		NA	A23	Pfizer ChIP - Remaining 2 cell lines (failed round 1)	SEQ-1252			NA	NA	NA	NA	NA	NA	NA		
SAMP-620	RENCA	RENCA_Input	Mouse	EXP-809	AVD	2018-06-12	AVD_193	AVD_193	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		NA	A22	Pfizer ChIP - Remaining 2 cell lines (failed round 1)	SEQ-1253			NA	NA	NA	NA	NA	NA	NA		
NA	GM12878_AbV2	GM12878_CST_H3K4me3	Human	EXP-810	AVD	2018-06-12	AVD_194	AVD_194	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		NA	A10	Antibody Validation #2 / Library Prep Testing (Swift Samples)	SEQ-1254			NA	NA	NA	NA	NA	NA	NA		
NA	GM12878_AbV2	GM12878_RM_H3K36me3	Human	EXP-811	AVD	2018-06-12	AVD_195	AVD_195	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		NA	A11	Antibody Validation #2 / Library Prep Testing (Swift Samples)	SEQ-1255			NA	NA	NA	NA	NA	NA	NA		
NA	GM12878_AbV2	GM12878_AM_H3K36me3	Human	EXP-812	AVD	2018-06-12	AVD_196	AVD_196	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		NA	A18	Antibody Validation #2 / Library Prep Testing (Swift Samples)	SEQ-1256			NA	NA	NA	NA	NA	NA	NA		
NA	GM12878_AbV2	GM12878_RM_H3K4me3	Human	EXP-813	AVD	2018-06-12	AVD_197	AVD_197	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		NA	A19	Antibody Validation #2	SEQ-1257			NA	NA	NA	NA	NA	NA	NA		
NA	GM12878_AbV2	GM12878_AM_H3K4me3	Human	EXP-814	AVD	2018-06-12	AVD_198	AVD_198	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		NA	A21	Antibody Validation #2	SEQ-1258			NA	NA	NA	NA	NA	NA	NA		
NA	GM12878_AbV2	GM12878_AM_H3K9me3	Human	EXP-815	AVD	2018-06-12	AVD_199	AVD_199	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		NA	A20	Antibody Validation #2	SEQ-1259			NA	NA	NA	NA	NA	NA	NA		
NA	GM12878_AbV2	GM12878_Input	Human	EXP-816	AVD	2018-06-12	AVD_200	AVD_200	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		NA	A25	Antibody Validation #2	SEQ-1260			NA	NA	NA	NA	NA	NA	NA		
SAMP-596	KP	KP_H3K36me3 - JHMI ChIP	Human	EXP-783	AVD	2018-06-13	AVD_169	AVD_169_2	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	NA	A22	Deeper sequencing - JHMI rd1	SEQ-1261			NA	NA	NA	NA	NA	NA	NA		
SAMP-596	KP	KP_Input - JHMI ChIP	Human	EXP-784	AVD	2018-06-13	AVD_170	AVD_170_2	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.22	NA	A23	Deeper sequencing - JHMI rd1	SEQ-1262			NA	NA	NA	NA	NA	NA	NA		
SAMP-597	con0066	Con0066_H3K36me3 - JHMI ChIP	Human	EXP-785	AVD	2018-06-13	AVD_171	AVD_171_2	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	NA	A25	Deeper sequencing - JHMI rd1	SEQ-1263			NA	NA	NA	NA	NA	NA	NA		
SAMP-597	con0066	Con0066_Input - JHMI ChIP	Human	EXP-786	AVD	2018-06-13	AVD_172	AVD_172_2	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.22	NA	A27	Deeper sequencing - JHMI rd1	SEQ-1264			NA	NA	NA	NA	NA	NA	NA		
SAMP-596	KP	KP_H3K36me3 - JHMI ChIP	Human	EXP-783	AVD	2018-06-13	AVD_169	AVD_169_1_2	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	NA	NA	A22	Pooled Deep + Shallow Seq - JHMI	SEQ-1265			NA	NA	NA	NA	NA	NA	NA		
SAMP-596	KP	KP_Input - JHMI ChIP	Human	EXP-784	AVD	2018-06-13	AVD_170	AVD_170_1_2	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	NA	NA	A23	Pooled Deep + Shallow Seq - JHMI	SEQ-1266			NA	NA	NA	NA	NA	NA	NA		
SAMP-597	con0066	Con0066_H3K36me3 - JHMI ChIP	Human	EXP-785	AVD	2018-06-13	AVD_171	AVD_171_1_2	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	NA	NA	A25	Pooled Deep + Shallow Seq - JHMI	SEQ-1267			NA	NA	NA	NA	NA	NA	NA		
SAMP-597	con0066	Con0066_Input - JHMI ChIP	Human	EXP-786	AVD	2018-06-13	AVD_172	AVD_172_1_2	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	NA	NA	A27	Pooled Deep + Shallow Seq - JHMI	SEQ-1268			NA	NA	NA	NA	NA	NA	NA		
SAMP-617	PTEN/P53 S3	PTEN/P53_H3K27me3_2	Mouse	EXP-817	AVD	2018-06-15	AVD_201	AVD_201	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.14	NA	A02	Pfizer ChIP - Repeats post contamination	SEQ-1269			NA	NA	NA	NA	NA	NA	NA		
SAMP-618	TRAMP C3	TRAMP C3_H3K27me3_2	Mouse	EXP-818	AVD	2018-06-15	AVD_202	AVD_202	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.14	NA	A04	Pfizer ChIP - Repeats post contamination	SEQ-1270			NA	NA	NA	NA	NA	NA	NA		
SAMP-619	MC38	MC38_H3K27me3_2	Mouse	EXP-819	AVD	2018-06-15	AVD_203	AVD_203	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.14	NA	A20	Pfizer ChIP - Repeats post contamination	SEQ-1271			NA	NA	NA	NA	NA	NA	NA		
SAMP-621	B16-OVA	B16-OVA_H3K27me3_2	Mouse	EXP-820	AVD	2018-06-15	AVD_204	AVD_204	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.14	NA	A21	Pfizer ChIP - Repeats post contamination	SEQ-1272			NA	NA	NA	NA	NA	NA	NA		
SAMP-617	PTEN/P53 S3	PTEN/P53 S3_Input_2	Mouse	EXP-821	AVD	2018-06-15	AVD_205	AVD_205	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.10	NA	A22	Pfizer ChIP - Repeats post contamination	SEQ-1273			NA	NA	NA	NA	NA	NA	NA		
SAMP-618	TRAMP C3	TRAMP C3_Input_2	Mouse	EXP-822	AVD	2018-06-15	AVD_206	AVD_206	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.10	NA	A23	Pfizer ChIP - Repeats post contamination	SEQ-1274			NA	NA	NA	NA	NA	NA	NA		
SAMP-619	MC38	MC38_Input_2	Mouse	EXP-823	AVD	2018-06-15	AVD_207	AVD_207	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.10	NA	A25	Pfizer ChIP - Repeats post contamination	SEQ-1275			NA	NA	NA	NA	NA	NA	NA		
SAMP-621	B16-OVA	B16-OVA_Input_2	Mouse	EXP-824	AVD	2018-06-15	AVD_208	AVD_208	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.10	NA	A27	Pfizer ChIP - Repeats post contamination	SEQ-1276			NA	NA	NA	NA	NA	NA	NA		
Other	Epigen GM19240	Epigen GM19240 V1 (RS)	Human	EXP-848	RMM	2018-06-15	RMM_83 & RMM_84	RMM_83	Fast 4C	EPIGEN	NextSeq550 High	75	PE	0.02	NA	A06		SEQ-1277			NA	NA	NA	NA	NA	NA	NA		
Other	Epigen GM19240	Epigen GM19240 V1 (Ch12)	Human	EXP-848	RMM	2018-06-15	RMM_83 & RMM_84	RMM_84	Fast 4C	EPIGEN	NextSeq550 High	75	PE	0.02	NA	A05		SEQ-1278			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP10	ATAC control	Human	EXP-825	JYH	5/18/2018	JYH_470	JYH_470	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	704	507	Tempus control	SEQ-1279			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d00_rep1	H9_d00_rep1	Human	NA	Other (please explain in notes)	NA	H9_d00_rep1	H9_d00_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1280			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d00_rep2	H9_d00_rep2	Human	NA	Other (please explain in notes)	NA	H9_d00_rep2	H9_d00_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1281			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d01_rep1	H9_d01_rep1	Human	NA	Other (please explain in notes)	NA	H9_d01_rep1	H9_d01_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1282			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d01_rep2	H9_d01_rep2	Human	NA	Other (please explain in notes)	NA	H9_d01_rep2	H9_d01_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1283			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d02_rep1	H9_d02_rep1	Human	NA	Other (please explain in notes)	NA	H9_d02_rep1	H9_d02_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1284			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d02_rep2	H9_d02_rep2	Human	NA	Other (please explain in notes)	NA	H9_d02_rep2	H9_d02_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1285			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d03_rep1	H9_d03_rep1	Human	NA	Other (please explain in notes)	NA	H9_d03_rep1	H9_d03_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1286			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d03_rep2	H9_d03_rep2	Human	NA	Other (please explain in notes)	NA	H9_d03_rep2	H9_d03_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1287			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d04_rep1	H9_d04_rep1	Human	NA	Other (please explain in notes)	NA	H9_d04_rep1	H9_d04_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1288			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d04_rep2	H9_d04_rep2	Human	NA	Other (please explain in notes)	NA	H9_d04_rep2	H9_d04_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1289			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d05_rep1	H9_d05_rep1	Human	NA	Other (please explain in notes)	NA	H9_d05_rep1	H9_d05_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1290			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d05_rep2	H9_d05_rep2	Human	NA	Other (please explain in notes)	NA	H9_d05_rep2	H9_d05_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1291			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d06_rep1	H9_d06_rep1	Human	NA	Other (please explain in notes)	NA	H9_d06_rep1	H9_d06_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1292			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d06_rep2	H9_d06_rep2	Human	NA	Other (please explain in notes)	NA	H9_d06_rep2	H9_d06_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1293			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d07_rep1	H9_d07_rep1	Human	NA	Other (please explain in notes)	NA	H9_d07_rep1	H9_d07_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1294			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d07_rep2	H9_d07_rep2	Human	NA	Other (please explain in notes)	NA	H9_d07_rep2	H9_d07_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1295			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d08_rep1	H9_d08_rep1	Human	NA	Other (please explain in notes)	NA	H9_d08_rep1	H9_d08_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1296			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d08_rep2	H9_d08_rep2	Human	NA	Other (please explain in notes)	NA	H9_d08_rep2	H9_d08_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1297			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d10_rep1	H9_d10_rep1	Human	NA	Other (please explain in notes)	NA	H9_d10_rep1	H9_d10_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1298			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d10_rep2	H9_d10_rep2	Human	NA	Other (please explain in notes)	NA	H9_d10_rep2	H9_d10_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1299			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d12_rep1	H9_d12_rep1	Human	NA	Other (please explain in notes)	NA	H9_d12_rep1	H9_d12_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1300			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d12_rep2	H9_d12_rep2	Human	NA	Other (please explain in notes)	NA	H9_d12_rep2	H9_d12_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1301			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d14_rep1	H9_d14_rep1	Human	NA	Other (please explain in notes)	NA	H9_d14_rep1	H9_d14_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1302			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d14_rep2	H9_d14_rep2	Human	NA	Other (please explain in notes)	NA	H9_d14_rep2	H9_d14_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1303			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d16_rep1	H9_d16_rep1	Human	NA	Other (please explain in notes)	NA	H9_d16_rep1	H9_d16_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1304			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d16_rep2	H9_d16_rep2	Human	NA	Other (please explain in notes)	NA	H9_d16_rep2	H9_d16_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1305			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d18_rep1	H9_d18_rep1	Human	NA	Other (please explain in notes)	NA	H9_d18_rep1	H9_d18_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1306			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d18_rep2	H9_d18_rep2	Human	NA	Other (please explain in notes)	NA	H9_d18_rep2	H9_d18_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1307			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d20_rep1	H9_d20_rep1	Human	NA	Other (please explain in notes)	NA	H9_d20_rep1	H9_d20_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1308			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d20_rep2	H9_d20_rep2	Human	NA	Other (please explain in notes)	NA	H9_d20_rep2	H9_d20_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1309			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d22_rep1	H9_d22_rep1	Human	NA	Other (please explain in notes)	NA	H9_d22_rep1	H9_d22_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1310			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d22_rep2	H9_d22_rep2	Human	NA	Other (please explain in notes)	NA	H9_d22_rep2	H9_d22_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1311			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d24_rep1	H9_d24_rep1	Human	NA	Other (please explain in notes)	NA	H9_d24_rep1	H9_d24_rep1	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1312			NA	NA	NA	NA	NA	NA	NA		
NA	H9_d24_rep2	H9_d24_rep2	Human	NA	Other (please explain in notes)	NA	H9_d24_rep2	H9_d24_rep2	ATAC-seq	Other (please explain in notes)	Other (please explain in notes)	Other (please explain in notes)	PE	NA	NA	NA	Morgridge_LiFang's 2nd data	SEQ-1313			NA	NA	NA	NA	NA	NA	NA		
SAMP-226	D00_Rep1	CVDC_D0_r1_Input	Human	EXP-826	AVD	2018-06-21	AVD_209	AVD_209	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A01	*First available of SE100, PE50, PE100	SEQ-1314			NA	NA	NA	NA	NA	NA	NA		
SAMP-227	D00_Rep2	CVDC_D0_r2_Input	Human	EXP-827	AVD	2018-06-21	AVD_210	AVD_210	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A02	*First available of SE100, PE50, PE100	SEQ-1315			NA	NA	NA	NA	NA	NA	NA		
SAMP-228	D03_Rep1	CVDC_D3_r1_Input	Human	EXP-828	AVD	2018-06-21	AVD_211	AVD_211	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A03	*First available of SE100, PE50, PE100	SEQ-1316			NA	NA	NA	NA	NA	NA	NA		
SAMP-229	D03_Rep2	CVDC_D3_r2_Input	Human	EXP-829	AVD	2018-06-21	AVD_212	AVD_212	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A04	*First available of SE100, PE50, PE100	SEQ-1317			NA	NA	NA	NA	NA	NA	NA		
SAMP-238	D05_Rep1_CM	CVDC_CM_D5_r1_Input	Human	EXP-830	AVD	2018-06-21	AVD_213	AVD_213	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A05	*First available of SE100, PE50, PE100	SEQ-1318			NA	NA	NA	NA	NA	NA	NA		
