IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.												
To be completed by wet lab team member												Experiment Index (DO NOT CHANGE)
Sample Index (from MSTS)	sample ID (from MSTS)	Team member intials	Date experiment started	Date experiment completed	Experiment type	Protocol used	Reference to notebook and page number	Passed pre-sequencing QC? (see SOP; if not, please explain in notes)	Sequencing library generated? (enter in mSeqTS)	Library ID (if library generated)	Notes	
Other	Gli2-122-3_MNP	RM	4/17/18	4/17/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_39	Kevin Peterson ATAC on Samples	EXP-625
Other	Gli2-122-4_MNP	RM	4/17/18	4/17/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_40	Kevin Peterson ATAC on Samples	EXP-626
Other	Gli2-122-1_MNP	RM	4/17/18	4/17/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_41	Kevin Peterson ATAC on Samples	EXP-627
Other	Gli2-48-1_MNP	RM	4/17/18	4/17/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_42	Kevin Peterson ATAC on Samples	EXP-628
Other	G3XG3-11.5-16	RM	4/17/18	4/17/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_43	Kevin Peterson ATAC on Samples	EXP-629
Other	G3XG3-11.5-20	RM	4/17/18	4/17/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_44	Kevin Peterson ATAC on Samples	EXP-630
Other	F1/F2XHand2Cre-2	RM	4/17/18	4/17/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_45	Kevin Peterson ATAC on Samples	EXP-631
Other	F1/F2XHand2Cre-4	RM	4/17/18	4/17/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_46	Kevin Peterson ATAC on Samples	EXP-632
Other	F1/F2XHand2Cre-14	RM	4/17/18	4/17/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_47	Kevin Peterson ATAC on Samples	EXP-633
Other	Gli2-118-7 10.5head	RM	4/18/18	4/18/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_48	Kevin Peterson ATAC on Samples	EXP-634
Other	Gli2-118-7 10.5trunk	RM	4/18/18	4/18/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_49	Kevin Peterson ATAC on Samples	EXP-635
Other	Gli2-118-4 10.5head	RM	4/18/18	4/18/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_50	Kevin Peterson ATAC on Samples	EXP-636
Other	Gli2-118-4 10.5trunk	RM	4/18/18	4/18/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_51	Kevin Peterson ATAC on Samples	EXP-637
Other	Gli2-118-5 10.5head	RM	4/18/18	4/18/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_52	Kevin Peterson ATAC on Samples	EXP-638
Other	Gli2-118-5 10.5trunk	RM	4/18/18	4/18/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_53	Kevin Peterson ATAC on Samples	EXP-639
Other	G3XG3-10.5-29head	RM	4/18/18	4/18/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_54	Kevin Peterson ATAC on Samples	EXP-640
Other	G3XG3-10.5-29trunk	RM	4/18/18	4/18/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_55	Kevin Peterson ATAC on Samples	EXP-641
Other	G3XG3-10.5-31head	RM	4/18/18	4/18/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_56	Kevin Peterson ATAC on Samples	EXP-642
Other	Gli2-L5lung	RM	4/18/18	4/18/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_57	Kevin Peterson ATAC on Samples	EXP-643
Other	Gli2-L5palate	RM	4/18/18	4/18/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_58	Kevin Peterson ATAC on Samples	EXP-644
SAMP-543	G2-48-6 LB	RM	4/12/18	4/12/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p85-88	Yes	Yes		Robert ATAC 	EXP-645
SAMP-544	G2-48-6 MNP	RM	4/12/18	4/12/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p85-88	Yes	Yes	RM_59	Robert ATAC 	EXP-646
SAMP-545	G2-48-6 FNP	RM	4/12/18	4/12/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p85-88	Yes	Yes	RM_60	Robert ATAC 	EXP-647
SAMP-175	GM19240	RM	4/12/18	4/12/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p85-88	Yes	Yes		Robert ATAC 	EXP-648
SAMP-68	GBM3	XH	04/03/2018	04/04/2018	scATAC-seq	scATAC-seq_tissues	nb1_p59	Yes	Yes	XH13	GBM	EXP-649
SAMP-610	CEMBA180423_7B	XH	4/23/18	4/25/18	scATAC-seq	scATAC-seq for tissue	nb_1 p65	Yes	Yes	XH_26		EXP-650
SAMP-611	CEMBA180424_7B	XH	4/24/18	4/25/18	scATAC-seq	scATAC-seq for tissue	nb_1 p65	Yes	Yes	XH_27		EXP-651
SAMP-612	CEMBA180426_8B	XH	4/26/18	5/1/18	scATAC-seq	scATAC-seq for tissue	nb_1 p66	Yes	Yes	XH_28		EXP-652
SAMP-613	CEMBA180430_8B	XH	4/30/18	5/1/18	scATAC-seq	scATAC-seq for tissue	nb_1 p66	Yes	Yes	XH_29		EXP-653
SAMP-614	CZ10	JYH	4/4/2018	4/4/2018	scATAC-seq	scATAC-seq for tissue	nb_1 p66	Yes	Yes	JYH_375	Fresh islet	EXP-654
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_143	AbV1A_H3K27me3 AM_GM12878	EXP-655
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_144	AbV1B_H3K27me3 AM_GM12878	EXP-656
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_145	AbV2A_H3K27me3 Thermo_GM12878	EXP-657
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_146	AbV2B_H3K27me3 Thermo_GM12878	EXP-658
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_147	AbV3A_H3K4me1 CST_GM12878	EXP-659
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_148	AbV3B_H3K4me1 CST_GM12878	EXP-660
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_149	AbV4A_H3K4me3 CST_GM12878	EXP-661
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_150	AbV4B_H3K4me3 CST_GM12878	EXP-662
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_151	AbV5A_H3K4me3 RevMab_GM12878	EXP-663
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_152	AbV5B_H3K4me3 RevMab_GM12878	EXP-664
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_153	AbV6_H3K36me3 RevMab_GM12878	EXP-665
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_154	AbV7_H3K36me3 CST_GM12878	EXP-666
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_155	AbV8_H3K36me3 AM_GM12878	EXP-667
NA	NA	AVD	4/4/18	4/24/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p	Yes	Yes	AVD_156	Input_AbV__GM12878	EXP-668
SAMP-548	LN-308 (glioma cell line)	JYH	4/11/2018	4/11/2018	ATAC-seq	ATAC-seq_cells	nb1_p198	Yes	Yes	JYH_393	Biomek	EXP-669
SAMP-549	U87 (glioma cell line)	JYH	4/11/2018	4/11/2018	ATAC-seq	ATAC-seq_cells	nb1_p198	Yes	Yes	JYH_394	Biomek	EXP-670
SAMP-550	SF767 (glioma cell line)	JYH	4/11/2018	4/11/2018	ATAC-seq	ATAC-seq_cells	nb1_p198	Yes	Yes	JYH_395	Biomek	EXP-671
SAMP-551	LN229 (glioma cell line)	JYH	4/11/2018	4/11/2018	ATAC-seq	ATAC-seq_cells	nb1_p198	Yes	Yes	JYH_396	Biomek	EXP-672
SAMP-552	T98G (glioma cell line)	JYH	4/11/2018	4/11/2018	ATAC-seq	ATAC-seq_cells	nb1_p198	Yes	Yes	JYH_397	Biomek	EXP-673
SAMP-553	H522 (lung cell line)	JYH	4/11/2018	4/11/2018	ATAC-seq	ATAC-seq_cells	nb1_p198	Yes	Yes	JYH_398	Biomek	EXP-674
SAMP-554	HCC827 (lung cell line)	JYH	4/11/2018	4/11/2018	ATAC-seq	ATAC-seq_cells	nb1_p198	Yes	Yes	JYH_399	Biomek	EXP-675
SAMP-555	PC9 (lung cell line)	JYH	4/11/2018	4/11/2018	ATAC-seq	ATAC-seq_cells	nb1_p198	Yes	Yes	JYH_400	Biomek	EXP-676
SAMP-556	HN12 (head and neck cell line)	JYH	4/11/2018	4/11/2018	ATAC-seq	ATAC-seq_cells	nb1_p198	Yes	Yes	JYH_401	Biomek	EXP-677
SAMP-557	Cal27 (head and neck cell line)	JYH	4/11/2018	4/11/2018	ATAC-seq	ATAC-seq_cells	nb1_p198	Yes	Yes	JYH_402	Biomek	EXP-678
SAMP-558	USMCC17B (head and neck cell line)	JYH	4/11/2018	4/11/2018	ATAC-seq	ATAC-seq_cells	nb1_p198	Yes	Yes	JYH_403	Biomek	EXP-679
SAMP-559	Detroit562 (head and neck cell line)	JYH	4/11/2018	4/11/2018	ATAC-seq	ATAC-seq_cells	nb1_p198	Yes	Yes	JYH_404	Biomek	EXP-680
SAMP-126	GM_SNAP10	JYH	4/11/2018	4/11/2018	ATAC-seq	ATAC-seq_cells	nb1_p198	Yes	Yes	JYH_405	Biomek_nuclei	EXP-681
SAMP-126	GM_SNAP10	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_406	Biomek_cell stock	EXP-682
SAMP-548	LN-308 (glioma cell line)	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_407	Biomek	EXP-683
SAMP-549	U87 (glioma cell line)	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_408	Biomek	EXP-684
SAMP-550	SF767 (glioma cell line)	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_409	Biomek	EXP-685
SAMP-551	LN229 (glioma cell line)	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_410	Biomek	EXP-686
SAMP-552	T98G (glioma cell line)	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_411	Biomek	EXP-687
SAMP-553	H522 (lung cell line)	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_412	Biomek	EXP-688
SAMP-554	HCC827 (lung cell line)	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_413	Biomek	EXP-689
SAMP-555	PC9 (lung cell line)	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_414	Biomek	EXP-690
SAMP-556	HN12 (head and neck cell line)	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_415	Biomek	EXP-691
SAMP-557	Cal27 (head and neck cell line)	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_416	Biomek	EXP-692
SAMP-558	USMCC17B (head and neck cell line)	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_417	Biomek	EXP-693
SAMP-559	Detroit562 (head and neck cell line)	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_418	Biomek	EXP-694
SAMP-126	GM_SNAP10	JYH	4/13/2018	4/13/2018	ATAC-seq	ATAC-seq_cells	nb1_p200	Yes	Yes	JYH_419	Biomek_cell stock	EXP-695
SAMP-580	18-5732	JYH	4/17/2018	4/17/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p202	Yes	Yes	JYH_420	MACS	EXP-696
SAMP-583	18-7774	JYH	4/17/2018	4/17/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p202	Yes	Yes	JYH_421	MACS	EXP-697
SAMP-577	18-9293	JYH	4/17/2018	4/17/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p202	Yes	Yes	JYH_422	MACS	EXP-698
SAMP-580	18-5732	JYH	4/17/2018	4/17/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p202	Yes	Yes	JYH_423	Grinding	EXP-699
SAMP-583	18-7774	JYH	4/17/2018	4/17/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p202	Yes	Yes	JYH_424	Grinding	EXP-700
SAMP-577	18-9293	JYH	4/17/2018	4/17/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p202	Yes	Yes	JYH_425	Grinding	EXP-701
Other	Our_GM19240	JYH	4/23/2018	4/23/2018	ATAC-seq	ATAC-seq_cells	nb1_p204	Yes	Yes	JYH_426	NPB vs Omni	EXP-702
Other	Omni_GM19240	JYH	4/23/2018	4/23/2018	ATAC-seq	ATAC-seq_cells	nb1_p204	Yes	Yes	JYH_427	NPB vs Omni	EXP-703
Other	Our_K562	JYH	4/23/2018	4/23/2018	ATAC-seq	ATAC-seq_cells	nb1_p204	Yes	Yes	JYH_428	NPB vs Omni	EXP-704
Other	Omni_K562	JYH	4/23/2018	4/23/2018	ATAC-seq	ATAC-seq_cells	nb1_p204	Yes	Yes	JYH_429	NPB vs Omni	EXP-705
Other	Our_mKidney	JYH	4/23/2018	4/23/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p204	Yes	Yes	JYH_430	NPB vs Omni	EXP-706
Other	Omni_mKidney	JYH	4/23/2018	4/23/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p204	Yes	Yes	JYH_431	NPB vs Omni	EXP-707
Other	Our_mLiver	JYH	4/23/2018	4/23/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p204	Yes	Yes	JYH_432	NPB vs Omni	EXP-708
Other	Omni_mLiver	JYH	4/23/2018	4/23/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p204	Yes	Yes	JYH_433	NPB vs Omni	EXP-709
SAMP-575	18-2177	JYH	4/24/2018	4/24/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p206	Yes	Yes	JYH_434	Bladder	EXP-710
SAMP-578	18-5570	JYH	4/24/2018	4/24/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p206	Yes	Yes	JYH_435	Bladder	EXP-711
SAMP-576	18-7250	JYH	4/24/2018	4/24/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p206	Yes	Yes	JYH_436	Bladder	EXP-712
SAMP-579	18-8400	JYH	4/24/2018	4/24/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p206	Yes	Yes	JYH_437	Bladder	EXP-713
SAMP-574	18-7972	JYH	4/24/2018	4/24/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p206	Yes	Yes	JYH_438	Bladder	EXP-714
SAMP-585	18-4447	JYH	4/24/2018	4/24/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p206	Yes	Yes	JYH_439	Bladder	EXP-715
SAMP-582	18-2611	JYH	4/24/2018	4/24/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p206	Yes	Yes	JYH_440	Bladder	EXP-716
SAMP-584	17-6123	JYH	4/24/2018	4/24/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p206	Yes	Yes	JYH_441	Bladder	EXP-717
SAMP-581	18-2482	JYH	4/24/2018	4/24/2018	ATAC-seq	ATAC-Seq_Tissues	nb1_p206	Yes	Yes	JYH_442	Bladder	EXP-718
SAMP-126	GM_SNAP10	JYH	4/24/2018	4/24/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p206	Yes	Yes	JYH_443	Bladder	EXP-719
SAMP-126	GM_SNAP10	JYH	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p208	Yes	Yes	JYH_444	Biomek	EXP-720
SAMP-586	H7-SNAPDMSO-1	JYH	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p208	Yes	Yes	JYH_445	Biomek	EXP-721
SAMP-587	H7-SNAPDMSO-2	JYH	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p208	Yes	Yes	JYH_446	Biomek	EXP-722
SAMP-588	H7-SNAP2523R-1	JYH	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p208	Yes	Yes	JYH_447	Biomek	EXP-723
SAMP-589	H7-SNAP2523R-2	JYH	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p208	Yes	Yes	JYH_448	Biomek	EXP-724
SAMP-590	H7-SNAP3177-1	JYH	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p208	Yes	Yes	JYH_449	Biomek	EXP-725
SAMP-591	H7-SNAP3177-2	JYH	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p208	Yes	Yes	JYH_450	Biomek	EXP-726
SAMP-592	H7-SNAP2523-1	JYH	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p208	Yes	Yes	JYH_451	Biomek	EXP-727
SAMP-593	H7-SNAP2523-1	JYH	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p208	Yes	Yes	JYH_452	Biomek	EXP-728
SAMP-126	GM_SNAP10	JYH	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p208	Yes	Yes	JYH_453	Biomek	EXP-729
SAMP-548	LN-308 (glioma cell line)	RM	4/11/18	4/11/18	ATAC-seq	ATAC-Seq_Cells	nb_1p81-84	yes	Yes	RMM_61	Bench Method ATAC-Seq w/ second size selection.	EXP-730
SAMP-549	U87 (glioma cell line)	RM	4/11/18	4/11/18	ATAC-seq	ATAC-Seq_Cells	nb_1p81-84	yes	Yes	RMM_62	Bench Method ATAC-Seq w/ second size selection.	EXP-731
SAMP-550	SF767 (glioma cell line)	RM	4/11/18	4/11/18	ATAC-seq	ATAC-Seq_Cells	nb_1p81-84	yes	Yes	RMM_63	Bench Method ATAC-Seq w/ second size selection.	EXP-732
SAMP-551	LN229 (glioma cell line)	RM	4/11/18	4/11/18	ATAC-seq	ATAC-Seq_Cells	nb_1p81-84	yes	Yes	RMM_64	Bench Method ATAC-Seq w/ second size selection.	EXP-733
SAMP-552	T98G (glioma cell line)	RM	4/11/18	4/11/18	ATAC-seq	ATAC-Seq_Cells	nb_1p81-84	yes	Yes	RMM_65	Bench Method ATAC-Seq w/ second size selection.	EXP-734
SAMP-553	H522 (lung cell line)	RM	4/11/18	4/11/18	ATAC-seq	ATAC-Seq_Cells	nb_1p81-84	yes	Yes	RMM_66	Bench Method ATAC-Seq w/ second size selection.	EXP-735
SAMP-554	HCC827 (lung cell line)	RM	4/11/18	4/11/18	ATAC-seq	ATAC-Seq_Cells	nb_1p81-84	yes	Yes	RMM_67	Bench Method ATAC-Seq w/ second size selection.	EXP-736
SAMP-555	PC9 (lung cell line)	RM	4/11/18	4/11/18	ATAC-seq	ATAC-Seq_Cells	nb_1p81-84	yes	Yes	RMM_68	Bench Method ATAC-Seq w/ second size selection.	EXP-737
SAMP-556	HN12 (head and neck cell line)	RM	4/11/18	4/11/18	ATAC-seq	ATAC-Seq_Cells	nb_1p81-84	yes	Yes	RMM_69	Bench Method ATAC-Seq w/ second size selection.	EXP-738
SAMP-557	Cal27 (head and neck cell line)	RM	4/11/18	4/11/18	ATAC-seq	ATAC-Seq_Cells	nb_1p81-84	yes	Yes	RMM_70	Bench Method ATAC-Seq w/ second size selection.	EXP-739
SAMP-558	USMCC17B (head and neck cell line)	RM	4/11/18	4/11/18	ATAC-seq	ATAC-Seq_Cells	nb_1p81-84	yes	Yes	RMM_71	Bench Method ATAC-Seq w/ second size selection.	EXP-740
SAMP-559	Detroit562 (head and neck cell line)	RM	4/11/18	4/11/18	ATAC-seq	ATAC-Seq_Cells	nb_1p81-84	yes	Yes	RMM_72	Bench Method ATAC-Seq w/ second size selection.	EXP-741
SAMP-126	GM_SNAP10	RM	4/11/18	4/11/18	ATAC-seq	ATAC-Seq_Cells	nb_1p81-84	yes	Yes	RMM_73	Bench Method ATAC-Seq w/ second size selection.	EXP-742
SAMP-595	CEMBA180329_4F	XH	4/2/2018	4/6/2018	scATAC-seq	scATAC-seq for tissue	nb1_p58	yes	yes	XH_18		EXP-743
SAMP-586	H7-SNAPDMSO-1	RM	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p99-102	yes	Yes	RMM_74	Bench Method ATAC done in parallel w/ JYH Biomek	EXP-744
SAMP-587	H7-SNAPDMSO-2	RM	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p99-102	yes	Yes	RMM_75	Bench Method ATAC done in parallel w/ JYH Biomek	EXP-745
SAMP-588	H7-SNAP2523R-1	RM	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p99-102	yes	Yes	RMM_76	Bench Method ATAC done in parallel w/ JYH Biomek	EXP-746
SAMP-589	H7-SNAP2523R-2	RM	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p99-102	yes	Yes	RMM_77	Bench Method ATAC done in parallel w/ JYH Biomek	EXP-747
SAMP-590	H7-SNAP3177-1	RM	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p99-102	yes	Yes	RMM_78	Bench Method ATAC done in parallel w/ JYH Biomek	EXP-748
SAMP-591	H7-SNAP3177-2	RM	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p99-102	yes	Yes	RMM_79	Bench Method ATAC done in parallel w/ JYH Biomek	EXP-749
SAMP-592	H7-SNAP2523-1	RM	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p99-102	yes	Yes	RMM_80	Bench Method ATAC done in parallel w/ JYH Biomek	EXP-750
SAMP-593	H7-SNAP2523-1	RM	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p99-102	yes	Yes	RMM_81	Bench Method ATAC done in parallel w/ JYH Biomek	EXP-751
SAMP-126	GM_SNAP10	RM	4/25/2018	4/25/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p99-102	yes	Yes	RMM_82	Bench Method ATAC done in parallel w/ JYH Biomek	EXP-752
SAMP-623	16p_11c6_3m	XH	5/9/2018	5/10/2018	scRNA-seq	scRNA seq for cell	NB_1 P68-69	yes	Yes	XH_30		EXP-753
SAMP-624	16p_Bc10_3m	XH	5/9/2018	5/10/2018	scRNA-seq	scRNA seq for cell	NB_1 P68-69	yes	Yes	XH_31		EXP-754
SAMP-625	K562	XH	5/9/2018	5/10/2018	scRNA-seq	scRNA seq for cell	NB_1 P68-69	yes	Yes	XH_32		EXP-755
Other	Brain3	JYH	5/7/2018	5/7/2018	ATAC-seq	ATAC-seq_tissues	nb1_p214	yes	Yes	JYH_456	8 weeks	EXP-756
Other	Brain4	JYH	5/7/2018	5/7/2018	ATAC-seq	ATAC-seq_tissues	nb1_p214	yes	Yes	JYH_457	8 weeks	EXP-757
Other	Heart3	JYH	5/7/2018	5/7/2018	ATAC-seq	ATAC-seq_tissues	nb1_p214	yes	Yes	JYH_458	8 weeks	EXP-758
Other	Heart4	JYH	5/7/2018	5/7/2018	ATAC-seq	ATAC-seq_tissues	nb1_p214	yes	Yes	JYH_459	8 weeks	EXP-759
Other	Lung3	JYH	5/7/2018	5/7/2018	ATAC-seq	ATAC-seq_tissues	nb1_p214	yes	Yes	JYH_460	8 weeks	EXP-760
Other	Lung4	JYH	5/7/2018	5/7/2018	ATAC-seq	ATAC-seq_tissues	nb1_p214	yes	Yes	JYH_461	8 weeks	EXP-761
SAMP-604	373835	JYH	5/7/2018	5/7/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p214	yes	Yes	JYH_462	Less cells	EXP-762
SAMP-605	379492	JYH	5/7/2018	5/7/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p214	yes	Yes	JYH_463	Less cells	EXP-763
SAMP-606	UC12-1108-4	JYH	5/7/2018	5/7/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p214	yes	Yes	JYH_464	Less cells	EXP-764
SAMP-607	373835	JYH	5/7/2018	5/7/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p214	yes	Yes	JYH_465	Less cells	EXP-765
SAMP-608	379492	JYH	5/7/2018	5/7/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p214	yes	Yes	JYH_466	Less cells	EXP-766
SAMP-609	UC12-1108-4	JYH	5/7/2018	5/7/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p214	yes	Yes	JYH_467	Less cells	EXP-767
	CZ10									JYH_454		EXP-768
	CZ11									JYH_455		EXP-769
SAMP-616	CT5080	XH	5/7/2018	5/8/2018	scATAC-seq	scRNA seq for tissue		yes	Yes	XH_33	used half of the sample	EXP-770
SAMP-617	PTEN/P53 S3	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_157	PTEN/P53_H3K4me3 - Pfizer ChIP (round 1, missing 2 cell lines)	EXP-771
SAMP-618	TRAMP C3	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_158	TRAMP C3_H3K4me3 - Pfizer ChIP (round 1, missing 2 cell lines)	EXP-772
