												
To be completed by wet lab team member												Experiment Index (DO NOT CHANGE)
Sample Index (from MSTS)	sample ID (from MSTS)	Team member intials	Date experiment started	Date experiment completed	Experiment type	Protocol used	Reference to notebook and page number	Passed pre-sequencing QC? (see SOP; if not, please explain in notes)	Sequencing library generated? (enter in mSeqTS)	Library ID (if library generated)	Notes	
SAMPNA-731	D0_CVDC_Test Cells	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_364	H3K4me3 AbV Titration_Ab 3.1_5ug chr, 4ug Ab	EXP-1783
SAMPNA-731	D0_CVDC_Test Cells	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_365	H3K4me3 AbV Titration_Ab 3.1_10ug chr, 4ug Ab	EXP-1784
SAMPNA-731	D0_CVDC_Test Cells	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_366	H3K4me3 AbV Titration_Ab 3.1_5ug chr, 8ug Ab	EXP-1785
SAMPNA-731	D0_CVDC_Test Cells	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_367	H3K4me3 AbV Titration_Ab 3.1_5ug chr, 16ug Ab	EXP-1786
SAMPNA-732	GM19240	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_368	H3K4me3 AbV Titration_Ab 3.1_10ug chr, 4ug Ab	EXP-1787
SAMPNA-732	GM19240	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_369	H3K4me3 AbV Titration_Ab 3.1_20ug chr, 4ug Ab	EXP-1788
SAMPNA-732	GM19240	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_370	H3K4me3 AbV Titration_Ab 3.1_10ug chr, 8ug Ab	EXP-1789
SAMPNA-732	GM19240	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_371	H3K4me3 AbV Titration_Ab 3.1_10ug chr, 16ug Ab	EXP-1790
SAMPNA-731	D0_CVDC_Test Cells	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_372	H3K4me3 AbV Titration_Ab 3.1_5ug chr, 3uL Ab	EXP-1791
SAMPNA-731	D0_CVDC_Test Cells	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_373	H3K4me3 AbV Titration_Ab 3.1_10ug chr, 3uL Ab	EXP-1792
SAMPNA-731	D0_CVDC_Test Cells	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_374	H3K4me3 AbV Titration_Ab 3.1_5ug chr, 6uL Ab	EXP-1793
SAMPNA-731	D0_CVDC_Test Cells	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_375	H3K4me3 AbV Titration_Ab 3.1_5ug chr, 12uL Ab	EXP-1794
SAMPNA-732	GM19240	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_376	H3K4me3 AbV Titration_Ab 3.1_10ug chr, 4ug Ab_1.0XSPRI (size-selection test)	EXP-1795
SAMPNA-732	GM19240	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_377	H3K4me3 AbV Titration_Ab 3.1_10ug chr, 4ug Ab_0.75XSPRI (size-selection test)	EXP-1796
SAMPNA-731	D0_CVDC_Test Cells	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_378	H3K4me3 AbV Titration_Input_D0 CVDC Test Cells	EXP-1797
SAMPNA-732	GM19240	AVD	4/8/2019	4/16/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_379	H3K4me3 AbV Titration_Input_GM19240	EXP-1798
NA	GM19240_Biomek Test 1_04112019_0.01 ng_r1	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_380	Biomek Test 1 04-11-2019	EXP-1799
NA	GM19240_Biomek Test 1_04112019_0.01 ng_r2	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_381	Biomek Test 1 04-11-2019	EXP-1800
NA	GM19240_Biomek Test 1_04112019_0.1 ng_r1	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_382	Biomek Test 1 04-11-2019	EXP-1801
NA	GM19240_Biomek Test 1_04112019_0.1 ng_r2	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_383	Biomek Test 1 04-11-2019	EXP-1802
NA	GM19240_Biomek Test 1_04112019_1.0 ng_r1	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_384	Biomek Test 1 04-11-2019	EXP-1803
NA	GM19240_Biomek Test 1_04112019_1.0 ng_r2	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_385	Biomek Test 1 04-11-2019	EXP-1804
NA	GM19240_Biomek Test 1_04112019_10.0 ng_r1	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_386	Biomek Test 1 04-11-2019	EXP-1805
NA	GM19240_Biomek Test 1_04112019_10.0 ng_r2	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_387	Biomek Test 1 04-11-2019	EXP-1806
NA	GM19240_Biomek Test 1_04112019_25.0 ng_r1	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_388	Biomek Test 1 04-11-2019	EXP-1807
NA	GM19240_Biomek Test 1_04112019_25.0 ng_r2	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_389	Biomek Test 1 04-11-2019	EXP-1808
NA	GM19240_Biomek Test 1_04112019_50.0 ng_r1	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_390	Biomek Test 1 04-11-2019	EXP-1809
NA	GM19240_Biomek Test 1_04112019_50.0 ng_r2	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_391	Biomek Test 1 04-11-2019	EXP-1810
NA	GM19240_Biomek Test 1_04112019_100.0 ng_r1	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_392	Biomek Test 1 04-11-2019	EXP-1811
NA	GM19240_Biomek Test 1_04112019_100.0 ng_r2	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_393	Biomek Test 1 04-11-2019	EXP-1812
NA	GM19240_Biomek Test 1_04112019_136.1 ng_r1	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_394	Biomek Test 1 04-11-2019	EXP-1813
NA	GM19240_Biomek Test 1_04112019_136.1 ng_r2	AVD	4/11/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_395	Biomek Test 1 04-11-2019	EXP-1814
NA	GM19240_Biomek Test 1_04112019_0.01 ng_manual	AVD	4/12/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_396	Biomek Test 1 04-11-2019	EXP-1815
NA	GM19240_Biomek Test 1_04112019_0.1 ng_manual	AVD	4/12/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_397	Biomek Test 1 04-11-2019	EXP-1816
NA	GM19240_Biomek Test 1_04112019_1.0 ng_manual	AVD	4/12/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_398	Biomek Test 1 04-11-2019	EXP-1817
NA	GM19240_Biomek Test 1_04112019_10.0 ng_manual	AVD	4/12/2019	4/15/2019	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_pg_	Yes	Yes	AVD_399	Biomek Test 1 04-11-2019	EXP-1818
SAMP-1116	Panc1	JYH	4/10/2019	4/10/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_895	A1	EXP-1819
SAMP-1116	Panc1	JYH	4/10/2019	4/10/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_896	B1	EXP-1820
SAMP-1116	Panc1	JYH	4/10/2019	4/10/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_897	C1	EXP-1821
SAMP-1116	Panc1	JYH	4/10/2019	4/10/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_898	D1	EXP-1822
SAMP-1116	Panc1	JYH	4/10/2019	4/10/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_899	E1	EXP-1823
SAMP-1116	Panc1	JYH	4/10/2019	4/10/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_900	F1	EXP-1824
SAMP-1116	Panc1	JYH	4/10/2019	4/10/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_901	G1	EXP-1825
SAMP-1116	Panc1	JYH	4/10/2019	4/10/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_902	H1	EXP-1826
SAMP-1116	Panc1	JYH	4/10/2019	4/10/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_903	A2	EXP-1827
SAMP-1116	Panc1	JYH	4/10/2019	4/10/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_904	B2	EXP-1828
SAMP-1116	Panc1	JYH	4/10/2019	4/10/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_905	C2	EXP-1829
SAMP-1116	Panc1	JYH	4/10/2019	4/10/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_906	D2	EXP-1830
SAMP-990	CD3+T cells_PF1	JYH	4/15/2019	4/16/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_907	Pizer	EXP-1831
SAMP-991	CD3+T cells_PF2	JYH	4/15/2019	4/16/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_908	Pizer	EXP-1832
SAMP-992	CD3+T cells_PF3	JYH	4/15/2019	4/16/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_909	Pizer	EXP-1833
SAMP-993	CD3+T cells_PF4	JYH	4/15/2019	4/16/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_910	Pizer	EXP-1834
SAMP-994	CD3+T cells_PF5	JYH	4/15/2019	4/16/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_911	Pizer	EXP-1835
SAMP-995	CD3+T cells_PF6	JYH	4/15/2019	4/16/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_912	Pizer	EXP-1836
SAMP-1082	THPWT6h1	JYH	4/15/2019	4/16/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_913		EXP-1837
SAMP-1083	THPWT6h2	JYH	4/15/2019	4/16/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_914		EXP-1838
SAMP-1084	THPKO0h1	JYH	4/15/2019	4/16/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_915		EXP-1839
SAMP-1085	THPKO0h2	JYH	4/15/2019	4/16/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_916		EXP-1840
SAMP-1086	THPKO6h1	JYH	4/15/2019	4/16/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_917		EXP-1841
SAMP-1087	THPKO6h2	JYH	4/15/2019	4/16/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_918		EXP-1842
SAMPNA-720	HepG2_cutrun_Gaulton_lab	ZC	4/17/2019	4/17/2019	CUT&RUN		xx	Yes		ZC_86	1_HepG2_H3K4Me3_LowAnti_S1_L002_R2_001.fastq.gz	EXP-1642
SAMPNA-721	Jurkat_cutrun_Gaulton_lab	ZC	4/17/2019	4/17/2019	CUT&RUN		xx	Yes		ZC_87	2_Jurkat_H3K4Me3_LowAnti_S2_L002_R2_001.fastq.gz	EXP-1642
SAMPNA-720	HepG2_cutrun_Gaulton_lab	ZC	4/17/2019	4/17/2019	CUT&RUN		xx	Yes		ZC_88	3_HepG2_FOXA2_LowAnti_S3_L002_R2_001.fastq.gz	EXP-1642
SAMPNA-720	HepG2_cutrun_Gaulton_lab	ZC	4/17/2019	4/17/2019	CUT&RUN		xx	Yes		ZC_89	4_HepG2_H3K4Me3_HighAnti_S4_L002_R2_001.fastq.gz	EXP-1642
SAMPNA-721	Jurkat_cutrun_Gaulton_lab	ZC	4/17/2019	4/17/2019	CUT&RUN		xx	Yes		ZC_90	5_Jurkat_H3K4Me3_HighAnti_S5_L002_R2_001.fastq.gz	EXP-1642
SAMPNA-722	GM19240_cutrun_Gaulton_lab	ZC	4/17/2019	4/17/2019	CUT&RUN		xx	Yes		ZC_91	6_GM19240_H3K4Me3_HighAnti_S6_L002_R2_001.fastq.gz	EXP-1642
SAMP-1114	LG5	XH	4/6/2019	4/6/2019	scATAC-seq	10X sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_178		EXP-1849
SAMP-1156	D18049200	JYH	4/3/2019	4/4/2019	scATAC-seq	scATAC-seq for primary cell	Nb1_pg_	Yes	Yes	JYH_919	PBMC_7	EXP-1850
SAMP-1157	D327201	JYH	4/3/2019	4/4/2019	scATAC-seq	scATAC-seq for primary cell	Nb1_pg_	Yes	Yes	JYH_920	PBMC_8	EXP-1851
SAMP-1158	D316208	JYH	4/3/2019	4/4/2019	scATAC-seq	scATAC-seq for primary cell	Nb1_pg_	Yes	Yes	JYH_921	PBMC_9	EXP-1852
SAMP-1159	D179395	JYH	4/3/2019	4/4/2019	scATAC-seq	scATAC-seq for primary cell	Nb1_pg_	Yes	Yes	JYH_922	PBMC_10	EXP-1853
SAMP-1160	SAMN112050012 ni cyt++	JYH	4/3/2019	4/4/2019	scATAC-seq	scATAC-seq for primary cell	Nb1_pg_	Yes	Yes	JYH_923	islet 1	EXP-1854
SAMP-1161	R310 ni cy+	JYH	4/3/2019	4/4/2019	scATAC-seq	scATAC-seq for primary cell	Nb1_pg_	Yes	Yes	JYH_924	Islet 2	EXP-1855
SAMP-1097	A0034	Other (please explain in notes)	3/21/2019	3/22/2019	scRNA-seq	10X sc_RNA for cells	-	Yes	Yes	MM_34	Library generated by Chun Zeng	EXP-1856
SAMP-1098	A0031	Other (please explain in notes)	3/21/2019	3/22/2019	scRNA-seq	10X sc_RNA for cells	-	Yes	Yes	MM_35	Library generated by Chun Zeng	EXP-1857
SAMP-1099	A0030	Other (please explain in notes)	3/21/2019	3/22/2019	scRNA-seq	10X sc_RNA for cells	-	Yes	Yes	MM_36	Library generated by Chun Zeng	EXP-1858
SAMP-1100	A0033	Other (please explain in notes)	3/21/2019	3/22/2019	scRNA-seq	10X sc_RNA for cells	-	Yes	Yes	MM_37	Library generated by Chun Zeng	EXP-1859
SAMP-159	GM19240	JYH	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_925	Biomek_NPB_r1	EXP-1860
SAMP-159	GM19240	JYH	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_926	Biomek_NPB_r2	EXP-1861
SAMP-159	GM19240	JYH	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_927	Biomek_Omni_r1	EXP-1862
SAMP-159	GM19240	JYH	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_928	Biomek_Omni_r2	EXP-1863
SAMP-1116	Panc1	JYH	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_929	Biomek_NPB_r1	EXP-1864
SAMP-1116	Panc1	JYH	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_930	Biomek_NPB_r2	EXP-1865
SAMP-1116	Panc1	JYH	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_931	Biomek_Omni_r1	EXP-1866
SAMP-1116	Panc1	JYH	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_932	Biomek_Omni_r2	EXP-1867
Other	Brain3_1	JYH	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for tissue	Nb1_pg_	Yes	Yes	JYH_933	Biomek_NPB_r1	EXP-1868
Other	Brain3_2	JYH	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for tissue	Nb1_pg_	Yes	Yes	JYH_934	Biomek_NPB_r2	EXP-1869
Other	Brain3_3	JYH	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for tissue	Nb1_pg_	Yes	Yes	JYH_935	Biomek_Omni_r1	EXP-1870
Other	Brain3_4	JYH	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for tissue	Nb1_pg_	Yes	Yes	JYH_936	Biomek_Omni_r2	EXP-1871
SAMP-159	GM19240_NPB_r1	RM	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	RMM_204	NPB_r1	EXP-1872
SAMP-159	GM19240_NPB_r2	RM	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	RMM_205	NPB_r2	EXP-1873
SAMP-159	GM19240_Omni_r1	RM	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	RMM_206	Omni_r1	EXP-1874
SAMP-159	GM19240_Omni_r2	RM	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	RMM_207	Omni_r2	EXP-1875
SAMP-1116	Panc1_NPB_r1	RM	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	RMM_208	NPB_r1	EXP-1876
SAMP-1116	Panc1_NPB_r2	RM	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	RMM_209	NPB_r2	EXP-1877
SAMP-1116	Panc1_Omni_r1	RM	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	RMM_210	Omni_r1	EXP-1878
SAMP-1116	Panc1_Omni_r2	RM	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	RMM_211	Omni_r2	EXP-1879
Other	Brain3_NPB_r1	RM	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for tissue	Nb1_pg_	Yes	Yes	RMM_212	NPB_r1	EXP-1880
Other	Brain3_NPB_r2	RM	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for tissue	Nb1_pg_	Yes	Yes	RMM_213	NPB_r2	EXP-1881
Other	Brain3_Omni_r1	RM	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for tissue	Nb1_pg_	Yes	Yes	RMM_214	Omni_r1	EXP-1882
Other	Brain3_Omni_r2	RM	4/18/2019	4/18/2019	ATAC-seq	ATAC-seq for tissue	Nb1_pg_	Yes	Yes	RMM_215	Omni_r2	EXP-1883
SAMP-1162	D046-RML-BPS-2	XH	4/2/2019	4/5/2019	scATAC-seq	sc_ATAC for tissue	Nb1_pg_	Yes	Yes	XH_179		EXP-1884
SAMP-1163	D139-RML-BPS-3	XH	4/2/2019	4/5/2019	scATAC-seq	sc_ATAC for tissue	Nb1_pg_	Yes	Yes	XH_180		EXP-1885
SAMP-159	EPIGEN_K27me3	RM	4/9/19	4/12/19	CUT&RUN	Low input CUT&RUN	Nb1_pg_	Yes	Yes	RMM_216	New pA-Mnase compatible Ab	EXP-1886
SAMP-159	EPIGEN_K4me3	RM	4/9/19	4/12/19	CUT&RUN	Low input CUT&RUN	Nb1_pg_	Yes	Yes	RMM_217	New pA-Mnase compatible Ab	EXP-1887
SAMP-159	Heni_K27me3	RM	4/9/19	4/12/19	CUT&RUN	Low input CUT&RUN	Nb1_pg_	Yes	Yes	RMM_218	New pA-Mnase compatible Ab	EXP-1888
SAMP-159	Heni_K4me3	RM	4/9/19	4/12/19	CUT&RUN	Low input CUT&RUN	Nb1_pg_	Yes	Yes	RMM_219	New pA-Mnase compatible Ab	EXP-1889
SAMP-159	Evan_K27me3	RM	4/9/19	4/12/19	CUT&RUN	Low input CUT&RUN	Nb1_pg_	Yes	Yes	RMM_220	New pA-Mnase compatible Ab	EXP-1890
SAMP-159	Evan_K4me3	RM	4/9/19	4/12/19	CUT&RUN	Low input CUT&RUN	Nb1_pg_	Yes	Yes	RMM_221	New pA-Mnase compatible Ab	EXP-1891
SAMP-1164	EF25D_MO_R2	XH	2/28/2019	3/1/2019	scATAC-seq	sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_181		EXP-1892
SAMP-1165	EF02D_MO_R2	XH	4/15/2019	4/19/2019	scATAC-seq	sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_182		EXP-1894
SAMP-1166	EF05D_MO_R2	XH	4/15/2019	4/19/2019	scATAC-seq	sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_183		EXP-1895
SAMP-1167	EF07D_MO_R2	XH	4/17/2019	4/19/2019	scATAC-seq	sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_184		EXP-1896
SAMP-1168	EF15D_MO_R2	XH	4/25/2019	4/26/2019	scATAC-seq	sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_185		EXP-1897
SAMP-1025	6004	MM	4/22/2019	4/23/2019	scATAC-seq	10X snATAC	Nb1_pg_196-197	Yes	Yes	MM_38	10X feasibility test SI-NA-D6	EXP-1898
SAMP-715	Aging mouse dorsal hippocampus 18 month	MM	4/22/2019	4/23/2019	scATAC-seq	10X snATAC	Nb1_pg_196-197	Yes	Yes	MM_39	10X feasibility test SI-NA-E6	EXP-1899
SAMP-1176	CEMBA190404_9B	XH	4/4/2019	4/5/2019	scATAC-seq	sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_186		EXP-1900
SAMP-1177	CEMBA190404_9D	XH	4/4/2019	4/5/2019	scATAC-seq	sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_187		EXP-1901
SAMP-1178	CEMBA190411_9A	XH	4/11/2019	4/12/2019	scATAC-seq	sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_188		EXP-1902
SAMP-1179	CEMBA190411_10C	XH	4/11/2019	4/12/2019	scATAC-seq	sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_189		EXP-1903
SAMP-1180	CEMBA190418_9A	XH	4/18/2019	4/19/2019	scATAC-seq	sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_190		EXP-1904
SAMP-1181	CEMBA190418_10C	XH	4/18/2019	4/19/2019	scATAC-seq	sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_191		EXP-1905
SAMP-1182	CEMBA190423_10A	XH	4/23/2019	4/26/2019	scATAC-seq	sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_192		EXP-1906
SAMP-1183	CEMBA190423_10G	XH	4/23/2019	4/26/2019	scATAC-seq	sc_ATAC for cells	Nb1_pg_	Yes	Yes	XH_193		EXP-1907
SAMP-1187	SM-A8WNZ-liver	XH	4/22/2019	4/26/2019	scATAC-seq	sc_ATAC for tissue	Nb1_pg_	Yes	Yes	XH_194		EXP-1908
SAMP-1207	SM-IOBHV-stomatch	XH	4/22/2019	4/26/2019	scATAC-seq	sc_ATAC for tissue	Nb1_pg_	Yes	Yes	XH_195		EXP-1909
SAMP-1198	SM-IOBHM-esophugas Mucularis	XH	4/22/2019	4/26/2019	scATAC-seq	sc_ATAC for tissue	Nb1_pg_	Yes	Yes	XH_196		EXP-1910
SAMP-1229	STZ 5xAD hippocampus	XH	4/3/2019	4/5/2019	scATAC-seq	sc_ATAC for tissue	Nb1_pg_	Yes	Yes	XH_197		EXP-1911
SAMP-1174	PBS 5xAD hippocampus	XH	4/3/2019	4/5/2019	scATAC-seq	sc_ATAC for tissue	Nb1_pg_	Yes	Yes	XH_198		EXP-1912
SAMP-1175	PBS WT hippocampus	XH	4/3/2019	4/5/2019	scATAC-seq	sc_ATAC for tissue	Nb1_pg_	Yes	Yes	XH_199		EXP-1913
SAMP-1224	WT	JIB	4/18/2019	4/19/2019	scRNA-seq	10X 3' single cell v3	NB1_56	Yes	Yes	JB_70		EXP-1914
SAMP-1225	156	JIB	4/18/2019	4/19/2019	scRNA-seq	10X 3' single cell v3	NB1_56	Yes	Yes	JB_71		EXP-1915
SAMP-1226	C5	JIB	4/18/2019	4/19/2019	scRNA-seq	10X 3' single cell v3	NB1_56	Yes	Yes	JB_72		EXP-1916
SAMP-1224	WT	JIB	4/18/2019	4/19/2019	scATAC-seq	10X ATAC	NB1_56	Yes	Yes	JB_73		EXP-1917
SAMP-1225	156	JIB	4/18/2019	4/19/2019	scATAC-seq	10X ATAC	NB1_56	Yes	Yes	JB_74		EXP-1918
SAMP-1226	C5	JIB	4/18/2019	4/19/2019	scATAC-seq	10X ATAC	NB1_56	Yes	Yes	JB_75		EXP-1919
